id,name,url,time,genre,release_time,intro,directors,writers,stars
4789,Phantom of the Paradise (1974) ,"https://m.media-amazon.com/images/M/MV5BZWI5NDk1MDgtYzYwZi00ZmZhLThiN2QtN2U5OGExNTBhOTZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 31min,Comedy|Drama|Fantasy,1 November 1974 (USA),"A disfigured composer sells his soul for the woman he loves so that she will perform his music. However, an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise.",Brian De Palma,,Paul Williams|William Finley|Jessica Harper
4792,13 Ghosts (1960) ,"https://m.media-amazon.com/images/M/MV5BNDk0NzFjYjItYjFjYS00NWRjLTk5YTItYzkxNmU3YTQzZjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 25min,Horror,July 1960 (USA),"A family inherits what proves to be a haunted house, but a special pair of goggles allows them to see their ghostly tormentors.",William Castle,,Charles Herbert|Jo Morrow|Martin Milner
4794,Opera (1987) ,"https://m.media-amazon.com/images/M/MV5BNDdmZWNiYjQtZjE3Ni00Njc3LTgwODEtMWFiNjVhMTY3ZmU5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL_.jpg",1h 47min,Horror|Mystery|Thriller,19 December 1987 (Italy),A young opperata is stalked by a deranged fan bent on killing the people associated with her to claim her for himself.,Dario Argento,Dario Argento|Franco Ferrini,Cristina Marsillach|Ian Charleson|Urbano Barberini
4795,Father Goose (1964) ,"https://m.media-amazon.com/images/M/MV5BMGZiMWM5YzctYzFjNy00MGY1LWIwMTUtODliZWViMjhhNGFiXkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 58min,Adventure|Comedy|Romance,24 December 1964 (UK),"During World War II, a man persuaded to live on an isolated island and spot aircraft finds himself responsible for a teacher and several students, all female.",Ralph Nelson,Peter Stone|Frank Tarloff,Cary Grant|Leslie Caron|Trevor Howard
4796,The Grass Is Greener (1960) ,"https://m.media-amazon.com/images/M/MV5BNjFlNzJiZjItZDFjNS00YjQ1LWI5ZDktMjFlYmVjMjAwOTQ0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 44min,Comedy|Drama|Romance,23 December 1960 (USA),"Victor and Hillary are down on their luck to the point that they allow tourists to take guided tours of their castle. But Charles Delacro, a millionaire oil tycoon, visits, and takes a ...
                    ",Stanley Donen,Hugh Williams|Margaret Vyner,Cary Grant|Deborah Kerr|Robert Mitchum
4798,Indiscreet (1958) ,"https://m.media-amazon.com/images/M/MV5BMTYwNjAzOTQ2N15BMl5BanBnXkFtZTgwNDk3NDE3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 40min,Comedy|Romance,26 July 1958 (USA),An actress who has given up on love meets a suave banker and begins a flirtation with him...even though he's already married.,Stanley Donen,Norman Krasna,Cary Grant|Ingrid Bergman|Cecil Parker
4799,It's a Mad Mad Mad Mad World (1963) ,"https://m.media-amazon.com/images/M/MV5BN2YyYjUzYmMtZDNmMy00ODRmLWExOTYtMzg5NzQ5NzZhNjA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",3h 25min,Action|Adventure|Comedy,3 December 1963 (UK),"A group of motorists hear about a crook's hidden stash of loot, and race against each other across the country to get to it.",Stanley Kramer,William Rose|Tania Rose,Spencer Tracy|Milton Berle|Ethel Merman
4800,King Solomon's Mines (1937) ,"https://m.media-amazon.com/images/M/MV5BM2FmYjVlNWMtMDc2Yi00NjE2LWJkYjAtYjcwMGUzMGQxYmRlXkEyXkFqcGdeQXVyMzc5ODc1MDY@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 17min,Action|Adventure|Drama,17 December 1937 (UK),White hunter Allan Quartermain and his enigmatic guide help a young Irish woman locate her missing father in unexplored Darkest Africa.,Robert Stevenson|Geoffrey Barkas,H. Rider Haggard|Michael Hogan,Paul Robeson|Cedric Hardwicke|Roland Young
4801,The Little Foxes (1941) ,"https://m.media-amazon.com/images/M/MV5BMzdkYjU3ZmEtNDZkZS00ZTY5LTgzZDYtNzdiY2ZlOTg5ZDQ5XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 56min,Drama|Romance,29 August 1941 (USA),"The ruthless, moneyed Hubbard clan lives in, and poisons, their part of the deep South at the turn of the twentieth century.",William Wyler,Lillian Hellman|Lillian Hellman,Bette Davis|Herbert Marshall|Teresa Wright
4802,Operation Petticoat (1959) ,"https://m.media-amazon.com/images/M/MV5BMzljOWEyZDMtOTUzZS00ZDc5LTkyODgtNDY0ZTAyZmRiNzNiXkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 4min,Comedy|Romance|War,18 December 1959 (Japan),"During World War II, a commander finds himself stuck with a decrepit (and pink) submarine, a con man executive officer, and a group of army nurses.",Blake Edwards,Stanley Shapiro|Maurice Richlin,Cary Grant|Tony Curtis|Joan O'Brien
4803,Play Misty for Me (1971) ,"https://m.media-amazon.com/images/M/MV5BZjI4YTIyMWEtYjY4OS00ZDVmLWI5MjEtYmE3OGMxZDM4NmJlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 42min,Drama|Thriller,12 November 1971 (USA),The life of a disc jockey is turned upside down after a romantic encounter with an obsessed fan.,Clint Eastwood,Jo Heims|Dean Riesner,Clint Eastwood|Jessica Walter|Donna Mills
4804,Pocketful of Miracles (1961) ,"https://m.media-amazon.com/images/M/MV5BMGJjNWYwMjMtZTMxYy00YWYzLTgxNjctYmQxNWMyZTM4YjdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 16min,Comedy|Drama,15 February 1962 (Japan),A New York gangster and his girlfriend attempt to turn street beggar Apple Annie into a society lady when the peddler learns her daughter is marrying royalty.,Frank Capra,Hal Kanter|Harry Tugend,Glenn Ford|Bette Davis|Hope Lange
4808,The Vanishing (1993) ,"https://m.media-amazon.com/images/M/MV5BNmUwMmU2YzgtYTU3OC00YzlmLWJlYTgtM2NmMzYzNGU2ODZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 49min,Drama|Horror|Mystery,5 February 1993 (USA),The boyfriend of an abducted woman never gives up the search as the abductor looks on.,George Sluizer,Tim Krabbé,Jeff Bridges|Kiefer Sutherland|Nancy Travis
4809,Silkwood (1983) ,"https://m.media-amazon.com/images/M/MV5BMGQ0N2U0YzMtNWIxYi00NWVhLWI3OTYtNTE5YjU0YTQwMGYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 11min,Biography|Drama|History,27 January 1984 (USA),"A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.",Mike Nichols,Nora Ephron,Meryl Streep|Kurt Russell|Cher
4810,I Never Promised You a Rose Garden (1977) ,"https://m.media-amazon.com/images/M/MV5BZjE0OWUyMjYtOTQ4ZC00NzM0LTk3NjktOWE0YmI2OWYxM2JhXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 36min,Drama|Fantasy,29 October 1977 (Sweden),"A disturbed,institutionalized 16-year-old girl struggles between fantasy and reality.",Anthony Page,Joanne Greenberg|Gavin Lambert,Bibi Andersson|Kathleen Quinlan|Ben Piazza
4811,Quadrophenia (1979) ,"https://m.media-amazon.com/images/M/MV5BN2NkYjllZGMtOGUxMy00N2VlLTg5NTUtNzY3N2QzNjVkNjhkXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UY268_CR2,0,182,268_AL_.jpg",2h,Drama|Music,14 October 1979 (UK),"Jimmy loathes his job and parents. He seeks solace with his mod clique, scooter riding and drugs, only to be disappointed.",Franc Roddam,Dave Humphries|Martin Stellman,Phil Daniels|Leslie Ash|Phil Davis
4812,SpaceCamp (1986) ,"https://m.media-amazon.com/images/M/MV5BNWNjZTlkMWYtNDE4ZC00ODkzLWJiZGYtODJiYjY0YzY5NmVkXkEyXkFqcGdeQXVyNzEyNjE5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 47min,Adventure|Family|Sci-Fi,6 June 1986 (USA),The young attendees of a space camp find themselves in space for real when their shuttle is accidentally launched into orbit.,Harry Winer,Clifford Green|Casey T. Mitchell,Kate Capshaw|Lea Thompson|Kelly Preston
4813,When Worlds Collide (1951) ,"https://m.media-amazon.com/images/M/MV5BNDE2MGEwZDMtNGU3OC00NTA5LWJkMmQtMTg0ODlkM2Y0YTFhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 23min,Action|Sci-Fi|Thriller,15 November 1951 (USA),"As a new star and planet hurtle toward a doomed Earth, a small group of survivalists frantically work to complete the rocket which will take them to their new home.",Rudolph Maté,Sydney Boehm|Edwin Balmer,Richard Derr|Barbara Rush|Peter Hansen
4814,Don't Say a Word (2001) ,"https://m.media-amazon.com/images/M/MV5BNzM1OThlODItMTI5NC00ZDE1LWE4MzQtOTJiNDQ5NDAxZTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 53min,Drama|Mystery|Thriller,28 September 2001 (USA),"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",Gary Fleder,Andrew Klavan|Anthony Peckham,Michael Douglas|Sean Bean|Brittany Murphy
4815,Hearts in Atlantis (2001) ,"https://m.media-amazon.com/images/M/MV5BNjFjNWNmYWUtZTFlMi00ZDcxLWJkY2MtNjMwYmM0OTc5OTM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 41min,Drama|Mystery,28 September 2001 (USA),Widowed Liz Garfield and her son Bobby change when mysterious stranger Ted Brautigan enters their lives.,Scott Hicks,Stephen King,Anthony Hopkins|Anton Yelchin|Hope Davis
4816,Zoolander (2001) ,"https://m.media-amazon.com/images/M/MV5BODI4NDY2NDM5M15BMl5BanBnXkFtZTgwNzEwOTMxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 30min,Comedy,28 September 2001 (USA),"At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.",Ben Stiller,Drake Sather|Ben Stiller,Ben Stiller|Owen Wilson|Christine Taylor
4818,Extremedays (2001) ,"https://m.media-amazon.com/images/M/MV5BMjExNTcwOTc3NV5BMl5BanBnXkFtZTYwMzY1OTI5._V1_UY268_CR183,0,182,268_AL_.jpg",1h 33min,Action|Adventure|Comedy,28 September 2001 (USA),"As four lifelong friends, Will, Bryan, Matt, and Corey, are on the road trip they've been planning their whole lives, Corey's beloved grandfather unexpectedly dies. When going to claim ...
                    ",Eric Hannah,Eric Hannah,Dante Basco|Ryan Browning|A.J. Buckley
4821,Joy Ride (2001) ,"https://m.media-amazon.com/images/M/MV5BMzQ2N2NlNWQtY2Q1Mi00ZTc3LWE5YmMtNGVjMjYxODRjOGZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 37min,Mystery|Thriller,5 October 2001 (USA),"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",John Dahl,Clay Tarver,Steve Zahn|Paul Walker|Leelee Sobieski
4822,Max Keeble's Big Move (2001) ,"https://m.media-amazon.com/images/M/MV5BOGNmZDRkZDMtNDU0NC00M2EwLTliZDYtN2VkY2U5MjM3NDU0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 26min,Comedy|Crime|Family,5 October 2001 (USA),"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.",Tim Hill,David L. Watts|Jonathan Bernstein,Alex D. Linz|Larry Miller|Jamie Kennedy
4823,Serendipity (2001) ,"https://m.media-amazon.com/images/M/MV5BNWFhZTc4NDEtNDA0MS00NmFiLWFlNzUtMDM0NTExNjc3NzZhXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 30min,Comedy|Romance,5 October 2001 (USA),"A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",Peter Chelsom,,John Cusack|Kate Beckinsale|Jeremy Piven
4825,La Ciénaga (2001) ,"https://m.media-amazon.com/images/M/MV5BOGQ4MWMyOGItMjRjYi00ZTAyLWIyNGUtNWIyNTYyOWIzZGRmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 43min,Comedy|Drama,12 April 2001 (Argentina),"The life of two women and their families in a small provincial town of Salta, Argentina.",Lucrecia Martel,,Mercedes Morán|Graciela Borges|Martín Adjemián
4826,The Big Red One (1980) ,"https://m.media-amazon.com/images/M/MV5BMGM3MmI0ZDUtYzE1ZS00YWE4LWEzY2UtNjhiZTBiZTEyMzY1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 53min,Drama|War,18 July 1980 (USA),A hardened sergeant and the four core members of his infantry unit try to survive World War II as they move from battle to battle throughout Europe.,Samuel Fuller,,Lee Marvin|Mark Hamill|Robert Carradine
4827,The Boogey Man (1980) ,"https://m.media-amazon.com/images/M/MV5BZjAxNWI0NWQtM2NkZS00NWZmLWJkYjQtMDY4ZDE0MGNmOGE5XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UY268_CR0,0,182,268_AL_.jpg",1h 22min,Horror,7 November 1980 (USA),"Through the reflection in the mirror, a girl witnesses her mother's boyfriend's murder.",Ulli Lommel,Ulli Lommel|Ulli Lommel,Suzanna Love|John Carradine|Ron James
4828,La boum (1980) ,"https://m.media-amazon.com/images/M/MV5BYTQyZmMyM2MtMDRhYS00NWUwLWE3ODAtYjczYmUyY2NhMzM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR7,0,182,268_AL_.jpg",1h 50min,Comedy|Drama|Romance,17 December 1980 (France),This is the story about the first love experiences of a teenage-girl.,Claude Pinoteau,Danièle Thompson,Claude Brasseur|Brigitte Fossey|Sophie Marceau
4830,Brubaker (1980) ,"https://m.media-amazon.com/images/M/MV5BYzViZjU1ZjUtYjVmMi00ZWE2LWFiNGItOGJkOTliZmFhYWU4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 11min,Crime|Drama,20 June 1980 (USA),The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,Stuart Rosenberg,W.D. Richter|W.D. Richter,Robert Redford|Yaphet Kotto|Morgan Freeman
4831,Can't Stop the Music (1980) ,"https://m.media-amazon.com/images/M/MV5BNjlhNzQ1NDItM2RlYy00NjNjLThhYjktYjU4MTQwYzg1OTkxL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 4min,Biography|Comedy|Musical,20 June 1980 (USA),A pseudo autobiography of disco's The Village People.,Nancy Walker,Bronte Woodard,Ray Simpson|David Hodo|Felipe Rose
4833,The Changeling (1980) ,"https://m.media-amazon.com/images/M/MV5BODAwYjJhNTctYzA3Ny00YTYxLWE3YmEtM2FjNDdlNWJmMmU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 47min,Horror,28 March 1980 (Canada),A man staying at a secluded historical mansion finds himself being haunted by the presence of a spectre.,Peter Medak,Russell Hunter|William Gray,George C. Scott|Trish Van Devere|Melvyn Douglas
4835,Coal Miner's Daughter (1980) ,"https://m.media-amazon.com/images/M/MV5BNzg1ZDg0ZDgtOGQzNi00Y2IyLTg2YzQtY2U1N2E4MjQzMjhiXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 4min,Biography|Drama|Music,7 March 1980 (USA),"Biographical story of the legendary country singer's rise from humble, poverty-stricken beginnings in Kentucky to worldwide superstardom and how she changed the sound and style of country music forever.",Michael Apted,Thomas Rickman|Loretta Lynn,Sissy Spacek|Tommy Lee Jones|Levon Helm
4836,The Competition (1980) ,"https://m.media-amazon.com/images/M/MV5BZjAwOWNlNzAtMTVkZC00ZjU5LWJmMzMtMzIwMTYzNGRkZTVlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 3min,Drama|Romance|Music,3 December 1980 (USA),"The movie centers on a piano competition whose winner is assured of success. It is Paul's last chance to compete, but newcomer Heidi may be a better pianist. Can romance be far away? Will ...
                    ",Joel Oliansky,Joel Oliansky|Joel Oliansky,Richard Dreyfuss|Amy Irving|Lee Remick
4840,Le dernier métro (1980) ,"https://m.media-amazon.com/images/M/MV5BZWFjNGI2ODgtMTFmNi00NDU5LWIwNjEtZThmNjk0OTNlNWFiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY268_CR10,0,182,268_AL_.jpg",2h 11min,Drama|Romance|War,17 September 1980 (France),"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.",François Truffaut,François Truffaut|Suzanne Schiffman,Catherine Deneuve|Gérard Depardieu|Jean Poiret
4844,Bandits (2001) ,"https://m.media-amazon.com/images/M/MV5BMTkyMzA3OTI3NV5BMl5BanBnXkFtZTYwMjU0ODM3._V1_UX182_CR0,0,182,268_AL_.jpg",2h 3min,Comedy|Crime|Drama,12 October 2001 (USA),Two bank robbers fall in love with the girl they've kidnapped.,Barry Levinson,,Bruce Willis|Billy Bob Thornton|Cate Blanchett
4845,Corky Romano (2001) ,"https://m.media-amazon.com/images/M/MV5BM2QwYjFmM2ItMmM1NS00NTAyLTkzNzQtNDdiMzg5ZjAwODdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 26min,Comedy|Crime,12 October 2001 (USA),The loser son of a Mafia honcho must go undercover for the FBI.,Rob Pritts,David Garrett,Chris Kattan|Peter Falk|Vinessa Shaw
4846,Siu nin Wong Fei Hung chi: Tit ma lau (1993) ,"https://m.media-amazon.com/images/M/MV5BYjJmMGI4NjctYjUzNC00MDE2LWJiMjYtOGZmN2Y2ZTZjMDY5XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_UY268_CR24,0,182,268_AL_.jpg",1h 30min,Action|Crime|Drama,3 September 1993 (Hong Kong),A martial artist/doctor steals from the corrupt authorities as a masked thief to give to the poor while another martial artist/doctor is forced to hunt him down. But a major threat unites them as a powerful and traitorous shaolin monk takes over the authorities.,Woo-Ping Yuen,Tan Cheung|Richard Epcar,Rongguang Yu|Donnie Yen|Jean Wang
4847,À ma soeur! (2001) ,"https://m.media-amazon.com/images/M/MV5BMTljMzk5MWYtMjY3YS00ODBkLWFmNzAtMmY5MmQ2NDdhNTM1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR9,0,182,268_AL_.jpg",1h 26min,Drama,7 March 2001 (France),Two sisters confront their sexual attitudes and experiences while on a family holiday.,Catherine Breillat,,Anaïs Reboux|Roxane Mesquida|Libero De Rienzo
4848,Mulholland Dr. (2001) ,"https://m.media-amazon.com/images/M/MV5BNWM2MDZmMDgtYjViOS00YzBmLWE4YzctMDMyYTQ2YTc4MmVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 27min,Drama|Mystery|Thriller,19 October 2001 (USA),"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",David Lynch,,Naomi Watts|Laura Harring|Justin Theroux
4849,My First Mister (2001) ,"https://m.media-amazon.com/images/M/MV5BMTI0NjAyNjg4N15BMl5BanBnXkFtZTYwMTUwMzg5._V1_UX182_CR0,0,182,268_AL_.jpg",1h 49min,Comedy|Drama|Romance,26 October 2001 (USA),A 17-year-old girl has a troubled relationship with a 49-year-old man.,Christine Lahti,,Albert Brooks|Leelee Sobieski|Rutanya Alda
4850,Spriggan (1998) ,"https://m.media-amazon.com/images/M/MV5BNWVhYjhiMjktYWQxZS00OWVlLThhMjYtMDcwMWE0N2NkYjQ2L2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY268_CR1,0,182,268_AL_.jpg",1h 30min,Animation|Action|Adventure,5 September 1998 (Japan),An elite superhuman agent must stop a foreign military unit from seizing control of an ancient artifact that holds the key to ultimate power.,Hirotsugu Kawasaki,Yasutaka Itô|Hirotsugu Kawasaki,Shôtarô Morikubo|Ryuji Aigase|Takehito Koyasu
4852,Bones (2001) ,"https://m.media-amazon.com/images/M/MV5BMGU0NDRiNzMtNmNhNi00MmFkLWE1MjUtZTk4ZDk3ODRlZmE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 36min,Crime|Horror,24 October 2001 (USA),"Over 20 years after his death by a gunshot, Jimmy Bones comes back as a ghost to wreak revenge on those who killed him and to clean up his neighborhood.",Ernest R. Dickerson,Adam Simon,Snoop Dogg|Pam Grier|Michael T. Weiss
4855,Dirty Harry (1971) ,"https://m.media-amazon.com/images/M/MV5BMzdhMTM2YTItOWU2YS00MTM0LTgyNDYtMDM1OWM3NzkzNTM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 42min,Action|Crime|Thriller,23 December 1971 (USA),"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough as nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",Don Siegel,Harry Julian Fink|Rita M. Fink,Clint Eastwood|Andrew Robinson|Harry Guardino
4857,Fiddler on the Roof (1971) ,"https://m.media-amazon.com/images/M/MV5BMWMxNDYzNmUtYjFmNC00MGM2LWFmNzMtODhlMGNkNDg5MjE5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",3h 1min,Drama|Family|Musical,3 November 1971 (USA),"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",Norman Jewison,Sholom Aleichem|Arnold Perl,Topol|Norma Crane|Leonard Frey
4860,Making the Grade (1984) ,"https://m.media-amazon.com/images/M/MV5BOGE0NjUyMGYtN2MzNy00MDlhLThhMzQtM2FiNjliMzMxNDFlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 45min,Comedy|Romance,18 May 1984 (USA),"A spoiled rich young man hires a young hustler, who lives in a broken car and owes money to a dicey loan shark, to take his place in his elite prep school and graduate for him.",Dorian Walker,Gene Quintano|Gene Quintano,Judd Nelson|Jonna Lee|Gordon Jump
4862,Not Without My Daughter (1991) ,"https://m.media-amazon.com/images/M/MV5BMzc4ZGIzZmItZjc2Ni00ZWQyLTg2ODAtYTJiNmJhMWJmMzI5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 56min,Drama|Thriller,11 January 1991 (USA),"An American woman, trapped in Islamic Iran by her brutish husband, must find a way to escape with her daughter as well.",Brian Gilbert,Betty Mahmoody|William Hoffer,Sally Field|Alfred Molina|Sheila Rosenthal
4863,Female Trouble (1974) ,"https://m.media-amazon.com/images/M/MV5BMTY5NzgyMjUwOV5BMl5BanBnXkFtZTgwNjc2NjQzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 29min,Comedy|Crime,28 March 1984 (France),"A spoiled schoolgirl runs away from home, gets pregnant while hitch-hiking, and ends up as a fashion model for a pair of beauticians who like to photograph women committing crimes.",John Waters,,Divine|David Lochary|Mary Vivian Pearce
4864,Titanica (1992) ,"https://m.media-amazon.com/images/M/MV5BMTQ1OTQ3MTAxN15BMl5BanBnXkFtZTcwMjk2MzkxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",1h 35min,Documentary|History,4 April 1995 (USA),"Titanica reveals the clearest motion pictures ever captured of the Titanic. Witness startling images of the long-lost ruin contrasted with never-before-seen 1912 archival photos showing her...
                    ",Stephen Low,Leonard Nimoy|Steven Biel|Steve Blasco,
4865,From Hell (2001) ,"https://m.media-amazon.com/images/M/MV5BMTM1MjkxNTQxMV5BMl5BanBnXkFtZTYwMDMxNDg2._V1_UY268_CR0,0,182,268_AL_.jpg",2h 2min,Horror|Mystery|Thriller,19 October 2001 (USA),"In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper.",Albert Hughes|Allen Hughes,Alan Moore|Eddie Campbell,Johnny Depp|Heather Graham|Ian Holm
4866,The Last Castle (2001) ,"https://m.media-amazon.com/images/M/MV5BMzZlMTllYjMtZmQ0NS00ZGJkLTg1ODItODM2MmViYjlmNzcyXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg",2h 11min,Action|Drama|Thriller,19 October 2001 (USA),A court-martialed General rallies together twelve hundred inmates to rise against a corrupt and sadistic warden.,Rod Lurie,David Scarpa|David Scarpa,Robert Redford|James Gandolfini|Mark Ruffalo
4867,Riding in Cars with Boys (2001) ,"https://m.media-amazon.com/images/M/MV5BOGM5MzU5NTgtMmJjZC00Y2E2LThhZGQtMGE5YzUxZTgwZDdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 12min,Biography|Comedy|Drama,19 October 2001 (USA),"A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.",Penny Marshall,Beverly D'Onofrio,Drew Barrymore|Steve Zahn|Adam Garcia
4871,Focus (2001) ,"https://m.media-amazon.com/images/M/MV5BMTkwMzI0ODExOV5BMl5BanBnXkFtZTcwNzQ0MTIyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",1h 46min,Drama|Romance,2 May 2002 (Australia),"In the waning months of World War II, a man and his wife are mistakenly identified as Jews by their anti-Semitic Brooklyn neighbors. Suddenly the victims of religious and racial persecution...
                    ",Neal Slavin,Arthur Miller,William H. Macy|Laura Dern|David Paymer
4873,Waking Life (2001) ,"https://m.media-amazon.com/images/M/MV5BMWM0ZjY5ZjctODNkZi00Nzk0LWE1ODUtNGM4ZDUyMzUwMGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 39min,Animation|Drama|Fantasy,7 March 2002 (Australia),A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,Richard Linklater,,Ethan Hawke|Trevor Jack Brooks|Lorelei Linklater
